name,review_text,rating,institution
Rajesh Madadi,No Text,5,IIT Bombay Library
Akhilesh,No Text,5,IIT Bombay Library
Laxita Karnawat,No Text,5,IIT Bombay Library
Anushka Nirbhavane,No Text,5,IIT Bombay Library
Nishchay,Great collection of books are available in the library. The library closes at 11:00 pm but the library has a reading hall which is open 24/7. It is a good place to read and work on projects.,5,IIT Bombay Library
Yogesh Kumar,No Text,1,IIT Bombay Library
Kaustav Prasad,No Text,5,IIT Bombay Library
Manilal kumar,No Text,5,IIT Bombay Library
RACHAKONDA SRAVAN KUMAR,No Text,5,IIT Bombay Library
Kowndinya Renduchintala,No Text,5,IIT Bombay Library
Sumit Kumar,No Text,5,IIT Bombay Library
Arpon Basu,No Text,1,IIT Bombay Library
Darshan Sinnarkar,No Text,5,IIT Bombay Library
Aditi Wagare,It's quite and good,5,IIT Bombay Library
Ganesh Ippili,No Text,5,IIT Bombay Library
priyanka verma,No Text,5,IIT Bombay Library
Henry Vumjou,No Text,4,IIT Bombay Library
A M,No Text,5,IIT Bombay Library
Chetan Singh,No Text,5,IIT Bombay Library
Anushika Poddar,Neat and clean. Dream College college's Library 🏫📚❤😍😊 …,5,IIT Bombay Library
Prahlad Prajapat,No Text,5,IIT Bombay Library
Rajan Rahul,No Text,5,IIT Bombay Library
Tushar Nandy,No Text,5,IIT Bombay Library
Teja Bale,No Text,5,IIT Bombay Library
Aryan Raj,I wish I used it more often when I was in insti.,5,IIT Bombay Library
Aditya,No Text,4,IIT Bombay Library
Aakash lilhore,No Text,5,IIT Bombay Library
Gyanabrota Nandan,No Text,5,IIT Bombay Library
Aditya Sunda,No Text,5,IIT Bombay Library
Vikram Gaikwad,No Text,5,IIT Bombay Library
Rushi Chavda,No Text,5,IIT Bombay Library
Mrunal Chourey,No Text,5,IIT Bombay Library
abhilash ranjan,No Text,5,IIT Bombay Library
Vinayak Goyal,No Text,5,IIT Bombay Library
Taman Sahu,One of the Best library,5,IIT Bombay Library
Aashay Patil,No air conditioning,3,IIT Bombay Library
Prashanth Nayak,No Text,5,IIT Bombay Library
Pragun Naik,No Text,4,IIT Bombay Library
ATUL Chauhan,Bad,1,IIT Bombay Library
Vidit Goel,No Text,4,IIT Bombay Library
Sid Ughade,No Text,5,IIT Bombay Library
Swaprava Nath,No Text,5,IIT Bombay Library
Ajaykumar Kushwaha,No Text,5,IIT Bombay Library
Divyanshu Darshna,No Text,5,IIT Bombay Library
Shiv Kumar,"This place is beside IITB main building on the one side of infinity corridor. Pindrop silence is always maintained inside library. A great place for self study also a lot of academic books, research papers, journals you will find inside. Also all the resources is available online too. Have come and explore iitb library.",5,IIT Bombay Library
Dnyaneshwar,No Text,5,IIT Bombay Library
Sankalp kumar,No Text,5,IIT Bombay Library
Mohammed Shahbaz,No Text,5,IIT Bombay Library
Suman Dhamala,"Reading environment is very good, infrastructure is enough",4,IIT Bombay Library
Nisumba Soodhani,No Text,5,IIT Bombay Library
Aayush Patil,No Text,5,IIT Bombay Library
Vikram Gade,One of peaceful and resourceful places to study... The space and calm environment is unique.,5,IIT Bombay Library
Arijeet Sinha,No Text,5,IIT Bombay Library
Abhinav Kumar Padhan,No Text,5,IIT Bombay Library
nisha karalkar,No Text,5,IIT Bombay Library
Strangers_ Story,Is there any entry fee or it's free of cost to read books ?,1,IIT Bombay Library
Aneena Mohan,No Text,5,IIT Bombay Library
Aarti Sindhu,No Text,5,IIT Bombay Library
Surbhi Srivastava,No Text,5,IIT Bombay Library
anjali gupta,No Text,5,IIT Bombay Library
harmeet singh,No Text,5,IIT Bombay Library
Kartik Modi,No Text,5,IIT Bombay Library
Fatima Zahra,No Text,4,IIT Bombay Library
Kaushik Singirikonda,No Text,5,IIT Bombay Library
Vishakha Verma,No Text,5,IIT Bombay Library
Gulenur Nesha Khatun,No Text,5,IIT Bombay Library
Abhiram naidu Mullu,Awesome...,5,IIT Bombay Library
Abhishek Janu,No Text,5,IIT Bombay Library
Dibyendu Hazra,No Text,5,IIT Bombay Library
Rahul Vaishnav,An awesome library with great facilities.... Nothing to mention bad about it...,5,IIT Bombay Library
anusha mantha,No Text,5,IIT Bombay Library
Kajal Malik,No Text,5,IIT Bombay Library
Nidhi Gupta,No Text,4,IIT Bombay Library
Moitreyee Sarkar,No Text,5,IIT Bombay Library
ADITYA RANJAN,No Text,5,IIT Bombay Library
Mohith Jagalmohanan,Great place to read. Lots of books,5,IIT Bombay Library
Adarsh Jabade,No Text,5,IIT Bombay Library
Nimish Dharamshi,No Text,5,IIT Bombay Library
Sachin Teli,No Text,5,IIT Bombay Library
Aravind Guru,No Text,5,IIT Bombay Library
Rohit Bidiyasar,No Text,5,IIT Bombay Library
Basanta Kumar,No Text,5,IIT Bombay Library
Sahi Ram,No Text,5,IIT Bombay Library
Aswathy krishna,No Text,5,IIT Bombay Library
Harsh Jha,No Text,5,IIT Bombay Library
Bhavvya Somani,Nice,5,IIT Bombay Library
Devash Pathak,No Text,5,IIT Bombay Library
varun shukla,No Text,5,IIT Bombay Library
Ganesh Pawar,No Text,5,IIT Bombay Library
Pralhad S,Best library having good treasure of knowledge..,5,IIT Bombay Library
Aishwarya Singh,No Text,5,IIT Bombay Library
Anil Kumar Hembram,No Text,4,IIT Bombay Library
Avinash Vyas,No Text,5,IIT Bombay Library
Himanshu Kumar,No Text,5,IIT Bombay Library
Shirshika,No Text,5,IIT Bombay Library
Sandesh Dagwar,24/7 Library,4,IIT Bombay Library
Jay shah,No Text,5,IIT Bombay Library
Rucha Pasalkar,No Text,5,IIT Bombay Library
shubham pol,No Text,5,IIT Bombay Library
SUMAN BHOWMICK,Best place for self and group study,5,IIT Bombay Library
Shaurya Arora,No Text,5,IIT Bombay Library
SK Dokania,Millions of books available for study.,5,IIT Bombay Library
manoj kumar Meena,Best,5,IIT Bombay Library
Rishabh Arya,No Text,5,IIT Bombay Library
Adharsh Prasad Natesan,No Text,5,IIT Bombay Library
Nasir Ali,Study room IIT Bombay,5,IIT Bombay Library
Sachin kumar,No Text,5,IIT Bombay Library
Rahul Kumar Soni,No Text,5,IIT Bombay Library
manas sahu,No Text,5,IIT Bombay Library
NASIR ALI,#best place to study📚✏ …,5,IIT Bombay Library
Bishnupriya Bagh,No Text,5,IIT Bombay Library
Aarti Vishwakarma,No Text,5,IIT Bombay Library
Harshal Mali,No Text,5,IIT Bombay Library
Aniruddha Chavan,it's the best,5,IIT Bombay Library
Subodh Wankhade,No Text,5,IIT Bombay Library
Shubham,"The references, access to various journals, big stack room. It was a biggest library in iitb campus with centrally air conditioned. The library staff is very nice and supportive. The book you wish is available there. Technical as well as literature also.",4,IIT Bombay Library
Indukant,Best facility with top infrastructure,5,IIT Bombay Library
Amrita Mukherjee,No Text,5,IIT Bombay Library
Darsan,Perfect,5,IIT Bombay Library
Laksh Vishwakarma,No Text,5,IIT Bombay Library
Prakhar Diwan,No Text,5,IIT Bombay Library
Harsh Patil,No Text,5,IIT Kanpur Library
Yash Raut Adventures,No Text,5,IIT Kanpur Library
Shivam Pandey,"Our library is osm , i am staff here from this month and enjoy the work",5,IIT Kanpur Library
Lovesh Dua,No Text,5,IIT Kanpur Library
MS. HARSHA PRASAD,"It's for students of IIT Kanpur.
It's open for 24 hours during exams.",5,IIT Kanpur Library
Subhadeep Basu,Wonderful place,5,IIT Kanpur Library
Mohmad Yaqoob,No Text,5,IIT Kanpur Library
Krishna Adhikari,No Text,5,IIT Kanpur Library
Saurabh Siddharth,Spent 5 years in campus and visited this library so many times. It has a lot of books in different genres. Amazing place with so much space and knowledge. The fountain outside is also such a beautiful thing to look at.,5,IIT Kanpur Library
R.P Feynman,No Text,5,IIT Kanpur Library
Saurabh Singh,One of the finest library in the country..,5,IIT Kanpur Library
Abhishek Malik,No Text,5,IIT Kanpur Library
Dilip Murmu,No Text,1,IIT Kanpur Library
Ayush Agrawal,No Text,4,IIT Kanpur Library
Shlok Jain,No Text,5,IIT Kanpur Library
Garima,No Text,5,IIT Kanpur Library
Amar Yadav,All students Redding this library,3,IIT Kanpur Library
RUCHIRA KUMAR PRADHAN,No Text,5,IIT Kanpur Library
Aditya gautam,No Text,4,IIT Kanpur Library
Anil Kumar Sharma,"Well organized, resourceful and vast library at IIT Kanpur",5,IIT Kanpur Library
Divyanshu Arya,No Text,5,IIT Kanpur Library
Abhinav Saumya,No Text,5,IIT Kanpur Library
Nikhil Nikhil,No Text,5,IIT Kanpur Library
Tej Prakash,Awesome,5,IIT Kanpur Library
Jay Kishnani,The prettiest Brutalist building I've come across.,5,IIT Kanpur Library
veer bhadra yadav,No Text,5,IIT Kanpur Library
saket bihari,No Text,5,IIT Kanpur Library
Singini Sowmya,No Text,5,IIT Kanpur Library
P4_ankit Choudhary,No Text,5,IIT Kanpur Library
Saqib Sarwar Khan,"Peaceful environment, large collection of books available...",4,IIT Kanpur Library
supreme jain,No Text,5,IIT Kanpur Library
Banothu Nikhil,No Text,5,IIT Kanpur Library
shweta bhadauria,No Text,5,IIT Kanpur Library
Govind Tripathi,No Text,5,IIT Kanpur Library
Rahul Yadav,No Text,5,IIT Kanpur Library
ARPIT RAJ,No Text,5,IIT Kanpur Library
Arti Agarwal,No Text,4,IIT Kanpur Library
Richa Pandey,No Text,3,IIT Kanpur Library
Vaibhov Soni,No Text,5,IIT Kanpur Library
Renu sharma,No Text,4,IIT Kanpur Library
Rao Chinu,No Text,5,IIT Kanpur Library
Prasoon Patel,Nice place to study alone,5,IIT Kanpur Library
Mayank Goud,No Text,5,IIT Kanpur Library
ATUL KUMAR BHONGADE,No Text,5,IIT Kanpur Library
akshay kumar,Perfect place to study peacefully.,5,IIT Kanpur Library
Nitish Raja,No Text,5,IIT Kanpur Library
Mayank Jhunjhunwala,No Text,5,IIT Kanpur Library
Viral Chitlangia,No Text,5,IIT Kanpur Library
Gaurang Bhagat,Nice,4,IIT Kanpur Library
Aadityaamlan Panda,Best place to study,5,IIT Kanpur Library
Kehari Singh,No Text,5,IIT Kanpur Library
Kuldeep Meena,No Text,2,IIT Kanpur Library
Hardik Gupta,No Text,5,IIT Kanpur Library
Ayush Srivastava,No Text,5,IIT Kanpur Library
Priyanka Rajeev,No Text,5,IIT Kanpur Library
Anusha Sahu,No Text,5,IIT Kanpur Library
Yogendra Sonkar,No Text,5,IIT Kanpur Library
Dr. Saurabh Tomar,No Text,5,IIT Kanpur Library
Sushma Gupta,No Text,4,IIT Kanpur Library
Aadvik Kumar,No Text,5,IIT Kanpur Library
Aditya Gautam,No Text,5,IIT Kanpur Library
Sachidanand Navik,No Text,5,IIT Kanpur Library
Abhishek Pandey,Definition of library,5,IIT Kanpur Library
Jenis Patel,No Text,4,IIT Kanpur Library
kalash sahare,No Text,5,IIT Kanpur Library
Udhav Varma,No Text,5,IIT Kanpur Library
Aman Sah,No Text,5,IIT Kanpur Library
Shivanand Sankpal,"Place of peace,
Knowledge warehouse,
Place unknowning to known",5,IIT Kanpur Library
Dhananjay Umrao,No Text,5,IIT Kanpur Library
Mannu Dev Sah,No Text,5,IIT Kanpur Library
Shashank R,One of the best libraries in the country.,5,IIT Kanpur Library
Mohit Dhaker,No Text,5,IIT Kanpur Library
Adi Pratap Singh,No Text,5,IIT Kanpur Library
Shrey Verma,No Text,5,IIT Kanpur Library
shubham kumar,No Text,5,IIT Kanpur Library
Shubham Kumar,No Text,5,IIT Kanpur Library
Aashish Shah,Wonderful.place to study. May get crowded during exams.,5,IIT Kanpur Library
phani sai,Wonderful Place. Hopefully it is open 24×7,4,IIT Kanpur Library
surendra yerragorla,No Text,5,IIT Kanpur Library
Kalyan Ramavath,No Text,5,IIT Kanpur Library
anuj chaudhary,No Text,5,IIT Kanpur Library
Shanmukha Sree Vatsav Mokkapati,No Text,5,IIT Kanpur Library
Ravi Shankar,No Text,5,IIT Kanpur Library
Indrajyoti Gaine,No Text,5,IIT Kanpur Library
Lavesh Gupta,"It feels cold, but the place is nice.",5,IIT Kanpur Library
Devansh Parmar,No Text,5,IIT Kanpur Library
Preeti Kumari,No Text,5,IIT Kanpur Library
DEBASHIS BEHERA,No Text,4,IIT Kanpur Library
Garvit Arora,No Text,5,IIT Kanpur Library
Bhumik Mehra,No Text,5,IIT Kanpur Library
dk Kumar,No Text,5,IIT Kanpur Library
Abhay Rupareliya,No Text,5,IIT Kanpur Library
Sayandeep Sarkar,No Text,3,IIT Kanpur Library
Pranjal Dubey,No Text,4,IIT Kanpur Library
Rameshwar Lokhande,No Text,5,IIT Kanpur Library
Suvam Basak,No Text,4,IIT Kanpur Library
Ringan Majumdar,No Text,4,IIT Kanpur Library
Anuj Warghat,No Text,5,IIT Kanpur Library
Shobhana,No Text,3,IIT Kanpur Library
Debarghya Jana,No Text,5,IIT Kanpur Library
Dodium Talib,No Text,5,IIT Kanpur Library
Debleena Das,No Text,5,IIT Kanpur Library
Abhineet Verma,No Text,5,IIT Kanpur Library
Prathvi Singh,One of the best places to study in IITK.,5,IIT Kanpur Library
Bhawna Srivastava,No Text,5,IIT Kanpur Library
Nisha Jhajaria,No Text,5,IIT Kanpur Library
Devesh Meena,No Text,5,IIT Kanpur Library
Hritesh,No Text,5,IIT Kanpur Library
Mahavir Agarwal,No Text,5,IIT Kanpur Library
Rajesh Choudhary,No Text,5,IIT Kanpur Library
Asjad Raza,No Text,5,IIT Kanpur Library
Injamul Hossain,No Text,5,IIT Kanpur Library
Sanyam Jain,No Text,5,IIT Kanpur Library
DILEEP MEENA,Nice place,5,IIT Kanpur Library
Jayesh Baretiya,No Text,5,IIT Kanpur Library
HRITIK SHYAM GUPTA,No Text,4,IIT Kanpur Library
Prateek Gupta,No Text,5,IIT Kanpur Library
Yogesh Baswal,No Text,5,IIT Kanpur Library
Gaurav Chawla,Heaven,5,IIT Kanpur Library
Ravi Sah,No Text,5,IIT Kanpur Library
Sasi Kumar,No Text,5,IIT Kanpur Library
Cosmos BFN,"Very good place to study specially during Summers. But don't worry if you are single, focus on your study.
Also nice hangout spot for couples.",4,IIT Kanpur Library
Shreyash,No Text,5,IIT Kanpur Library
Sheshank,No Text,4,IIT Kanpur Library
Love,No Text,5,IIT Kanpur Library
Fatima Siddiqui,No Text,5,IIT Kanpur Library
Khushi Singh,No Text,5,IIT Kanpur Library
Prince,No Text,5,IIT Kanpur Library
Shantanu Sen,No Text,5,IIT Kanpur Library
Nitin B,No Text,5,IIT Kanpur Library
Divyanshu Singh,No Text,5,IIT Kanpur Library
Parag Sonkusare,No Text,5,IIT Kanpur Library
SUKEERTHI BANDARU,No Text,5,IIT Kanpur Library
Rahul Kumar,No Text,5,IIT Kanpur Library
Varun Chothani,No Text,5,IIT Kanpur Library
Srijan Kumar,No Text,5,IIT Kanpur Library
Darshan Khandelwal,No Text,5,IIT Kanpur Library
Sathwik Bala,No Text,4,IIT Kanpur Library
Nagamalli Reddy,No Text,5,IIT Kanpur Library
Virendra Meena,No Text,5,IIT Kanpur Library
Manish Kumar,No Text,5,IIT Kanpur Library
Amol Mishra,No Text,5,IIT Kanpur Library
Anuj Gupta,No Text,5,IIT Kanpur Library
Pranjal Singh,No Text,5,IIT Kanpur Library
Avni Ageshwar,No Text,4,IIT Kanpur Library
Shivam Sharma,No Text,5,IIT Kanpur Library
Harsh Lalwani,No Text,5,IIT Kanpur Library
Archita Gupta,Very nice,4,IIT Kanpur Library
R D Ved Prakash,No Text,5,IIT Kanpur Library
MD YASIR BASHIR,Loved the atmosphere here. You can study peacefully.,5,IIT Kanpur Library
CHANDAN SUR,No Text,5,IIT Kanpur Library
Chaganti Ravi Teja,No Text,5,IIT Kanpur Library
arati maurya,No Text,5,IIT Kanpur Library
Aryan_ Bachhav_IITK,No Text,5,IIT Kanpur Library
Saugat Kannojia,No Text,5,IIT Kanpur Library
Vitthal Bangar,Great 👍 …,5,IIT Kanpur Library
Dhruv Misra,No Text,5,IIT Kanpur Library
Sanjay Dhingra,Large collection of books,5,IIT Kanpur Library
Tushar Shrivastava,No Text,5,IIT Kanpur Library
Atul Kapisway,No Text,5,IIT Kanpur Library
Abhiraj Singh,No Text,5,IIT Kanpur Library
Deepak Prajapati,No Text,5,IIT Kanpur Library
gurunath ramanathan,Nice library. Good collection of technical literature and books,5,IIT Kanpur Library
mohd ayaz,No Text,5,IIT Kanpur Library
Indranil Halder,"This building is really, very nicely structured. And there is a fountain and a lovely seating place near it. Two-wheeler parking is just in front of this building. But inside the library, it is totally a different world. Collection of books, reading environment, accessibility, user friendly, and so many positive things to say about it.",5,IIT Kanpur Library
Aniket Chakraborty,No Text,4,IIT Kanpur Library
GANESH SHARMA,No Text,5,IIT Kanpur Library
Sayeda Fauzia iqbal,No Text,5,IIT Kanpur Library
ANOOP KUMAR,No Text,5,IIT Kanpur Library
Sarthak Patel,Best place for learning among the lot's of books with in quite environment.,5,IIT Kanpur Library
mayank gautam,No Text,5,IIT Kanpur Library
ARUNAVA PATRA,No Text,5,IIT Kanpur Library
Arvind kumar Vartiya,No Text,5,IIT Kanpur Library
Mobashsharah,No Text,5,IIT Kanpur Library
Divya Murugan,No Text,5,IIT Kanpur Library
Gokul Krishnan,No Text,5,IIT Kanpur Library
Ashwani jaiswal,No Text,5,IIT Kanpur Library
Aman Shakya,No Text,5,IIT Kanpur Library
SHIVA SHRUTHI,No Text,5,IIT Kanpur Library
abhishek kundu,No Text,5,IIT Kanpur Library
adheena jose,No Text,5,IIT Kanpur Library
Yasvir singh,No Text,5,IIT Kanpur Library
Deenanath Goswami,No Text,5,IIT Kanpur Library
Ashutosh Sharma,No Text,5,IIT Kanpur Library
RAMTEJ PENTA .,No Text,5,IIT Kanpur Library
Shruti Dalal,No Text,4,IIT Kanpur Library
Nitesh Meena,No Text,4,IIT Kanpur Library
Suryansh Arya,No Text,5,IIT Kanpur Library
Dheeraj soni,No Text,5,IIT Kanpur Library
Ramswaroop siyag,No Text,5,IIT Kanpur Library
Nipurn Shakya,No Text,4,IIT Kanpur Library
Satvik Singh,No Text,5,IIT Kanpur Library
gopal bhaskar,No Text,5,IIT Kanpur Library
Radhika. sharma,No Text,5,IIT Kanpur Library
Suman Saha,No Text,5,IIT Kanpur Library
Sharanya Saha,No Text,5,IIT Kanpur Library
sumanth chanti,No Text,5,IIT Kanpur Library
Sankhadeep Mitra,No Text,5,IIT Kanpur Library
Pramod Rewar,No Text,5,IIT Kanpur Library
jitendra M,No Text,5,IIT Kanpur Library
Shri Sathan,No Text,5,IIT Kanpur Library
granth choudhary,No Text,5,IIT Kanpur Library
Sunil Rana,No Text,5,IIT Kanpur Library
Akanksha Yadav,No Text,5,IIT Kanpur Library
pradeepsainikhera 01,No Text,5,IIT Kanpur Library
anurag chanani,No Text,5,IIT Kanpur Library
Abhishek Bansod,No Text,5,IIT Kanpur Library
Shreyansh Agarwal,Awesome! Fu**ing beautiful ❤️,5,IIT Kanpur Library
